Image Name,Latitude,Longitude,Timestamp (s)
frame_0000.jpg,17.354752737674044,45.8416352787945,98.0
frame_0001.jpg,17.354439222658957,45.841717326604886,102.0
frame_0002.jpg,17.35407735114266,45.841835461652934,105.0
frame_0003.jpg,17.353711855075343,45.841959898214306,107.5
frame_0004.jpg,17.353412288039646,45.8420718824339,109.5
frame_0005.jpg,17.353052932383623,45.84222453569517,112.0
frame_0006.jpg,17.352695020001985,45.84239303190009,114.5
frame_0007.jpg,17.35235192956977,45.84254764592546,117.0
frame_0008.jpg,17.352055009120974,45.84267789618579,119.5
frame_0009.jpg,17.35170911704497,45.84282288913725,122.5
frame_0010.jpg,17.35139498935347,45.842954373195305,126.0
frame_0011.jpg,17.351080470036283,45.842853420714135,131.0
frame_0012.jpg,17.35081868896369,45.84258692936364,135.0
frame_0013.jpg,17.35057696092148,45.84231515257057,138.0
frame_0014.jpg,17.350372865250865,45.84202935879532,140.5
frame_0015.jpg,17.350220374023138,45.841717684184744,143.0
frame_0016.jpg,17.35006635170626,45.841357080507684,146.0
frame_0017.jpg,17.349902703137026,45.841016544291996,148.5
frame_0018.jpg,17.349726491814717,45.84065208093402,151.0
frame_0019.jpg,17.34959020787497,45.84033938034265,153.0
frame_0020.jpg,17.349450259474725,45.84000345587381,155.0
frame_0021.jpg,17.34933026538123,45.83965890363769,157.0
frame_0022.jpg,17.34922776576305,45.83930689050781,159.0
frame_0023.jpg,17.349157469750814,45.838942672520574,161.0
frame_0024.jpg,17.34911016662479,45.838557126898756,163.0
frame_0025.jpg,17.34908783708301,45.83818200487821,165.0
frame_0026.jpg,17.349090352658187,45.837789388823495,167.0
frame_0027.jpg,17.349123021966378,45.837421485612104,169.0
frame_0028.jpg,17.34918987285478,45.837030417646574,171.0
frame_0029.jpg,17.349292958484998,45.83664416244345,173.0
frame_0030.jpg,17.34941247088136,45.83629317166612,175.0
frame_0031.jpg,17.349569510558364,45.835916157794266,177.0
frame_0032.jpg,17.349760676182473,45.835538235829745,179.0
frame_0033.jpg,17.349964117059777,45.83517834808889,181.0
frame_0034.jpg,17.350216354564612,45.83481007056899,183.0
frame_0035.jpg,17.35041994085011,45.8345493604965,184.5
frame_0036.jpg,17.350635153076063,45.83429451143149,186.0
frame_0037.jpg,17.35088096031314,45.834029540512965,187.5
frame_0038.jpg,17.351143027941454,45.83377838219642,189.0
frame_0039.jpg,17.351405417928657,45.833552031587296,190.5
frame_0040.jpg,17.35168450835878,45.83332409542659,192.0
frame_0041.jpg,17.351973000391354,45.83310052583447,193.5
frame_0042.jpg,17.352269805198755,45.83288481505731,195.0
