Image Name,Latitude,Longitude,Timestamp (s)
frame_0043.jpg,17.35256376228527,45.83267448382438,196.5
frame_0044.jpg,17.35286544341246,45.83246349264627,198.0
frame_0045.jpg,17.35316739001321,45.83225231341399,199.5
frame_0046.jpg,17.353474595730365,45.83203745354437,201.0
frame_0047.jpg,17.353757296659595,45.83183973015547,202.5
frame_0048.jpg,17.35405991761789,45.8316184045681,204.0
frame_0049.jpg,17.354355175472858,45.8314003756848,205.5
frame_0050.jpg,17.354655893516203,45.83117831227887,207.0
frame_0051.jpg,17.354931515827936,45.830967852733174,208.5
frame_0052.jpg,17.35520574244281,45.83074957515296,210.0
frame_0053.jpg,17.355502638786238,45.83051325037524,211.5
frame_0054.jpg,17.3557753895091,45.83029614269481,213.0
frame_0055.jpg,17.356050517912248,45.830071686053024,214.5
frame_0056.jpg,17.356318777790005,45.82984678173856,216.0
frame_0057.jpg,17.35658688089419,45.829616204271744,217.5
frame_0058.jpg,17.356835550519467,45.82939888310813,219.0
frame_0059.jpg,17.35708879987839,45.829176874065716,220.5
frame_0060.jpg,17.35734064115436,45.82894757538825,222.0
frame_0061.jpg,17.357659134104487,45.828657155894966,224.0
frame_0062.jpg,17.357905399560792,45.82842444600561,225.5
frame_0063.jpg,17.358158109034484,45.828184555183,227.0
frame_0064.jpg,17.358471874594642,45.827875114573146,229.0
frame_0065.jpg,17.35871154149902,45.827634799063866,230.5
frame_0066.jpg,17.358952449773174,45.82738778050355,232.0
frame_0067.jpg,17.359248766680594,45.827079310631454,234.0
frame_0068.jpg,17.359474820774217,45.82682966295685,235.5
frame_0069.jpg,17.359699850092785,45.82658114436727,237.0
frame_0070.jpg,17.35994604998327,45.82630924232916,238.5
frame_0071.jpg,17.36017956703296,45.82604411262486,240.0
frame_0072.jpg,17.36040286044377,45.82578586620562,241.5
frame_0073.jpg,17.3606492702312,45.82550088165091,243.0
frame_0074.jpg,17.360882116867735,45.82522709334585,244.5
frame_0075.jpg,17.36112298107247,45.82494131644415,246.0
frame_0076.jpg,17.36134993174657,45.824672044333845,247.5
frame_0077.jpg,17.361583069167587,45.824401750101686,249.0
frame_0078.jpg,17.361833541330224,45.824115300319136,250.5
frame_0079.jpg,17.362076602697144,45.82383732249706,252.0
frame_0080.jpg,17.362322333120513,45.823569078332326,253.5
frame_0081.jpg,17.362584388417257,45.82328645924397,255.0
frame_0082.jpg,17.362852457447698,45.823007108827504,256.5
frame_0083.jpg,17.36312543044326,45.82272413729792,258.0
frame_0084.jpg,17.36338069890602,45.822470952211646,259.5
frame_0085.jpg,17.36366052121859,45.82219719315774,261.0
frame_0086.jpg,17.363918628453185,45.821944675681586,262.5
frame_0087.jpg,17.36419439837289,45.82168665959809,264.0
frame_0088.jpg,17.36446846795456,45.8214356812218,265.5
frame_0089.jpg,17.364741474494572,45.821191043831035,267.0
frame_0090.jpg,17.365028752761624,45.82093596259111,268.5
frame_0091.jpg,17.365309917845902,45.820695680036906,270.0
frame_0092.jpg,17.365596164287826,45.82045247345686,271.5
frame_0093.jpg,17.36589202533588,45.82020357905371,273.0
frame_0094.jpg,17.366187087556447,45.81996244194306,274.5
frame_0095.jpg,17.366497755748224,45.81971332334486,276.0
frame_0096.jpg,17.366791970069517,45.819483659962664,277.5
frame_0097.jpg,17.367113302602107,45.81923282512204,279.0
frame_0098.jpg,17.367432499891148,45.81899431742646,280.5
frame_0099.jpg,17.36775596712501,45.818755143254144,282.0
frame_0100.jpg,17.368097653820396,45.81850699116535,283.5
frame_0101.jpg,17.368414695237952,45.818279238547866,285.0
frame_0102.jpg,17.368753673394572,45.818035724247665,286.5
frame_0103.jpg,17.36908627200098,45.81779046276305,288.0
frame_0104.jpg,17.369412850250686,45.81753333983988,289.5
frame_0105.jpg,17.369717381102465,45.8172735179437,291.0
frame_0106.jpg,17.370011189601264,45.81699815825963,292.5
frame_0107.jpg,17.370259547839694,45.81673885183843,294.0
frame_0108.jpg,17.370501909707468,45.81645773222537,295.5
frame_0109.jpg,17.37071849661321,45.81618323937831,297.0
frame_0110.jpg,17.370933731413864,45.815883114371054,298.5
frame_0111.jpg,17.371117379765277,45.81558401537029,300.0
frame_0112.jpg,17.371284255231345,45.81528663514415,301.5
frame_0113.jpg,17.371439061898652,45.81497078298881,303.0
frame_0114.jpg,17.371602618905378,45.814550925465795,305.0
frame_0115.jpg,17.371701638794686,45.81422309874707,306.5
frame_0116.jpg,17.371776717767165,45.81389761760654,308.0
frame_0117.jpg,17.371841403184398,45.813549563045726,309.5
frame_0118.jpg,17.371880967155388,45.813215918670195,311.0
frame_0119.jpg,17.371898193089983,45.812773672794656,313.0
frame_0120.jpg,17.37188527708916,45.81244258541182,314.5
frame_0121.jpg,17.37183588583762,45.812023495694675,316.5
frame_0122.jpg,17.371749430030764,45.81161087784115,318.5
frame_0123.jpg,17.371629222363268,45.81119354969734,320.5
frame_0124.jpg,17.37148050270803,45.81080002228251,322.5
frame_0125.jpg,17.371298525726473,45.81041558648949,324.5
frame_0126.jpg,17.37111128273432,45.81006432309045,326.5
frame_0127.jpg,17.370929666761434,45.809753251157616,328.5
frame_0128.jpg,17.370734526771958,45.809431289330284,331.0
frame_0129.jpg,17.370532791340903,45.80914107108112,334.0
frame_0130.jpg,17.370502728003768,45.80880999031841,339.5
frame_0131.jpg,17.37082778038635,45.808698248529176,342.5
frame_0132.jpg,17.371134375931018,45.80860368826704,344.5
frame_0133.jpg,17.37151129197471,45.808513320081374,347.0
frame_0134.jpg,17.371837214841115,45.80850562206743,349.0
frame_0135.jpg,17.372169031922805,45.80857268030837,351.0
frame_0136.jpg,17.37251843620469,45.80867125143893,353.0
frame_0137.jpg,17.372861599625725,45.808795061073276,355.0
frame_0138.jpg,17.37319901980599,45.80895811032471,357.0
frame_0139.jpg,17.373506198372453,45.8091549523644,359.0
frame_0140.jpg,17.37377818441892,45.8093873372704,361.0
frame_0141.jpg,17.374018766037043,45.809667811137295,363.0
frame_0142.jpg,17.37420285639274,45.80996254102598,365.0
frame_0143.jpg,17.374374436322604,45.81027629048764,367.0
frame_0144.jpg,17.374536320627936,45.81060466426888,369.0
frame_0145.jpg,17.37468868900427,45.81092334730339,371.0
frame_0146.jpg,17.37484665151514,45.81125372650079,373.0
frame_0147.jpg,17.37500035308978,45.811575189890995,375.0
frame_0148.jpg,17.375165031204673,45.81191960604303,377.0
frame_0149.jpg,17.375327370680374,45.812259126566396,379.0
frame_0150.jpg,17.375490816393622,45.81260095620639,381.0
frame_0151.jpg,17.375657633611436,45.81294983234652,383.0
frame_0152.jpg,17.375830145408756,45.813310613005726,385.0
frame_0153.jpg,17.37599445351331,45.81365423229151,387.0
frame_0154.jpg,17.376164844758573,45.81401056850104,389.0
frame_0155.jpg,17.376330662655253,45.8143573358427,391.0
frame_0156.jpg,17.376500331684763,45.81471215207736,393.0
frame_0157.jpg,17.376671434164976,45.81506996106051,395.0
frame_0158.jpg,17.37684200516949,45.81542665370516,397.0
frame_0159.jpg,17.37699756939379,45.81576036037936,399.0
frame_0160.jpg,17.3771555894193,45.816099947966606,401.0
frame_0161.jpg,17.377310843534808,45.81642364713764,403.0
frame_0162.jpg,17.377462618519893,45.816738159951065,405.0
frame_0163.jpg,17.377616591105813,45.81705722279578,407.0
frame_0164.jpg,17.377765752582924,45.817366312284385,409.0
frame_0165.jpg,17.377911910769896,45.817669174834144,411.0
frame_0166.jpg,17.378082415146757,45.81802248200678,413.5
frame_0167.jpg,17.378243361861127,45.81835598003951,416.0
frame_0168.jpg,17.37840480356606,45.818690499426836,418.5
frame_0169.jpg,17.37859250577091,45.81902631093307,421.5
frame_0170.jpg,17.378904177765513,45.81923977739756,424.5
frame_0171.jpg,17.379262336665743,45.81931075284697,427.0
